response_id,agreeableness_open_ended_2,conscientiousness_open_ended_2,extraversion_open_ended_2,neuroticism_open_ended_2,openness_open_ended_2
10430310916,0.6056963205337524,0.9939176440238953,0.5982094407081604,0.2788132429122925,0.5287520289421082
10430357581,0.23681101202964783,0.9137962460517883,0.2177891582250595,0.03090263158082962,0.1917940229177475
10430389322,0.8052794337272644,0.9563549757003784,0.5172131657600403,0.007444796152412891,0.744284987449646
10432456337,0.7977290749549866,0.9799054861068726,0.659250020980835,0.37856778502464294,0.44201505184173584
10432470791,0.5205730199813843,0.9712737202644348,0.9130083918571472,0.3768681585788727,0.7208494544029236
10432504831,0.009914563037455082,0.7120792865753174,0.6013625860214233,0.24505433440208435,0.17301851511001587
10432532568,0.8975366950035095,0.9815230369567871,0.7118486762046814,0.21652942895889282,0.8265845775604248
10432576231,0.04081501066684723,0.612382173538208,0.5809755325317383,0.11235406249761581,0.9801072478294373
10433331323,0.01060749776661396,0.374326229095459,0.07590287178754807,0.857920229434967,0.0266293752938509
10440096752,0.7873650193214417,0.9362099170684814,0.4482370913028717,0.029801582917571068,0.6623829007148743
10440096763,0.9387410283088684,0.9815520644187927,0.870086669921875,0.14846354722976685,0.9191974401473999
10440096794,0.7869123220443726,0.9880285859107971,0.632681667804718,0.12102043628692627,0.8261933326721191
10440096837,0.8813557028770447,0.969956636428833,0.8549330830574036,0.2758083641529083,0.7140259742736816
10440096876,0.41913726925849915,0.6149802207946777,0.5102472305297852,0.00226605380885303,0.4507131278514862
10440096954,0.9748860597610474,0.9949113726615906,0.9425418376922607,0.37794914841651917,0.975385308265686
10440096988,0.8026825189590454,0.974658727645874,0.7752095460891724,0.4107522666454315,0.7557896375656128
10440096998,0.7163238525390625,0.9572818875312805,0.6582154035568237,0.21043403446674347,0.31197094917297363
10440097008,0.696860134601593,0.9395092129707336,0.6472554802894592,0.2199951708316803,0.3988829255104065
10440097208,0.6730483770370483,0.9726231694221497,0.5021546483039856,0.10502570122480392,0.5226927399635315
10440097232,0.7108340263366699,0.9162943959236145,0.5383783578872681,0.06962859630584717,0.5851256251335144
10440097245,0.7076967358589172,0.9603602290153503,0.5732663869857788,0.07151587307453156,0.7051051259040833
10440097257,0.9181320667266846,0.9932736754417419,0.8814932107925415,0.2720678150653839,0.9048804640769958
10440097317,0.916268527507782,0.9911645650863647,0.9054426550865173,0.4479411244392395,0.9564074873924255
10440097325,0.9384633302688599,0.9878993630409241,0.9624525904655457,0.7733733057975769,0.9372648000717163
10440097338,0.7450235486030579,0.9715675115585327,0.45270836353302,0.028184128925204277,0.8108193278312683
10440097342,0.8737051486968994,0.997061014175415,0.9373190402984619,0.7214227914810181,0.9650803208351135
10440097360,0.9532101154327393,0.9923201203346252,0.8944253325462341,0.4461389183998108,0.9399047493934631
10440097365,0.8577837944030762,0.9860431551933289,0.9197094440460205,0.27765166759490967,0.9046309590339661
10440097370,0.751695990562439,0.9883906245231628,0.8352105617523193,0.4343908131122589,0.8320690393447876
10440097410,0.3724842965602875,0.9313051104545593,0.3713398575782776,0.07411547750234604,0.5106324553489685
10440097429,0.0107221445068717,0.3992644250392914,0.11529652774333954,0.30654996633529663,0.004778798203915358
10440097469,0.7893637418746948,0.9890401363372803,0.40442144870758057,0.03881905600428581,0.705786943435669
10440097486,0.18764202296733856,0.9579018354415894,0.7660791873931885,0.18007537722587585,0.14990536868572235
10440097493,0.8848695755004883,0.9818912744522095,0.8892785310745239,0.20212091505527496,0.8751614689826965
10440097620,0.9117990136146545,0.9949065446853638,0.9698866605758667,0.8128066658973694,0.773163914680481
10440097623,0.915776252746582,0.9804242253303528,0.6665250062942505,0.09209141880273819,0.9335469007492065
10440097690,0.8442271947860718,0.9603058695793152,0.49280884861946106,0.12167422473430634,0.9056103825569153
10440097709,0.9371618032455444,0.9648232460021973,0.8065895438194275,0.3255823254585266,0.9242170453071594
10440097728,0.8992953896522522,0.9817285537719727,0.8923566937446594,0.6218969821929932,0.8015386462211609
10440097760,0.8012321591377258,0.9719489216804504,0.7722342014312744,0.25110694766044617,0.7514793872833252
10440097766,0.9179320931434631,0.9863558411598206,0.7162331342697144,0.3609183132648468,0.6959162950515747
10440097818,0.890744149684906,0.9813799262046814,0.7258473038673401,0.19385218620300293,0.9280678629875183
10440097866,0.8604689240455627,0.9645767211914062,0.702621579170227,0.34193292260169983,0.7322738170623779
10440097872,0.4588446617126465,0.9303051829338074,0.40683260560035706,0.0861835926771164,0.6551153659820557
10440097877,0.47321510314941406,0.795837938785553,0.21896742284297943,0.031150124967098236,0.09963134676218033
10440097888,0.7396547198295593,0.9956808686256409,0.9583329558372498,0.8098751306533813,0.7757859826087952
10440097904,0.785293698310852,0.9453928470611572,0.7514598369598389,0.1750553995370865,0.7799315452575684
10440097909,0.8842795491218567,0.9767599701881409,0.6787739396095276,0.21578998863697052,0.8980535864830017
10440097924,0.9615180492401123,0.9880325794219971,0.9262685775756836,0.2798243463039398,0.9060295224189758
10440097952,0.8934779763221741,0.9753129482269287,0.8403437733650208,0.09263768047094345,0.9203355312347412
10440097968,0.9450549483299255,0.9916560053825378,0.9343269467353821,0.29750996828079224,0.8721672296524048
10440097985,0.8557273149490356,0.9622968435287476,0.4428437054157257,0.027677496895194054,0.5357688069343567
10440098085,0.8666645288467407,0.9860517382621765,0.7695009708404541,0.20456375181674957,0.8792169094085693
10440098139,0.6314133405685425,0.969601035118103,0.7810511589050293,0.3756004571914673,0.6621235609054565
10440098146,0.8531926870346069,0.9502588510513306,0.766762375831604,0.05631571635603905,0.8621093034744263
10440098152,0.874117910861969,0.9777294397354126,0.6790831089019775,0.23041024804115295,0.5849700570106506
10440098203,0.956691324710846,0.9803280830383301,0.7919555306434631,0.16844363510608673,0.9195886850357056
10440098238,0.7857276797294617,0.8325086832046509,0.5313118100166321,0.15556582808494568,0.8859270811080933
10440098267,0.8998467326164246,0.9804018139839172,0.7762736082077026,0.38947802782058716,0.7495737075805664
10440098305,0.6705307364463806,0.9200416207313538,0.3891846537590027,0.04869968444108963,0.7631198763847351
10440098367,0.8447290658950806,0.9870582222938538,0.7898734211921692,0.3656367063522339,0.5930395722389221
10440098374,0.9172742962837219,0.9945648908615112,0.8704570531845093,0.41998353600502014,0.8713321089744568
10440098382,0.333560585975647,0.9936091899871826,0.7283461689949036,0.16067425906658173,0.6079837083816528
10440098466,0.7967079877853394,0.970243513584137,0.7176682949066162,0.06755884736776352,0.7716372013092041
10440098499,0.7328414916992188,0.9546356201171875,0.6974684596061707,0.1858973354101181,0.9556907415390015
10440098516,0.7273575067520142,0.9908334016799927,0.8116711378097534,0.22317826747894287,0.9260397553443909
10440098533,0.8961602449417114,0.9721845388412476,0.8910942673683167,0.2202877253293991,0.8922666907310486
10440098643,0.9892024993896484,0.9854625463485718,0.7783334851264954,0.14298662543296814,0.9469878077507019
10440098787,0.9340890645980835,0.9640254378318787,0.9681630730628967,0.6397774815559387,0.9211820363998413
10440098807,0.8623044490814209,0.9590339064598083,0.5821701288223267,0.10180442035198212,0.8544694781303406
10440098811,0.9583883881568909,0.9905198812484741,0.9633133411407471,0.563045084476471,0.8799681067466736
10440098894,0.6590960621833801,0.9671549797058105,0.6955421566963196,0.26441553235054016,0.9204387068748474
10440098915,0.6162470579147339,0.5902395248413086,0.5317534804344177,0.10933005064725876,0.5235223174095154
10440098918,0.8500690460205078,0.969227135181427,0.5497000217437744,0.055414799600839615,0.49496152997016907
10440098975,0.933208167552948,0.9882146716117859,0.951958179473877,0.5590617656707764,0.9448320865631104
10440098998,0.009635448455810547,0.13845957815647125,0.06262172758579254,0.030076565220952034,0.005205237772315741
10440099033,0.4918411076068878,0.9531093835830688,0.5549415349960327,0.3611595928668976,0.2789011299610138
10440099055,0.6829537749290466,0.9156339168548584,0.4258546233177185,0.14965498447418213,0.9810147285461426
10440099063,0.5239591002464294,0.9202148914337158,0.2783537805080414,0.03047214448451996,0.4979042112827301
10440099152,0.35773739218711853,0.8766149878501892,0.6849857568740845,0.2395571768283844,0.27580803632736206
10440099165,0.6596319675445557,0.9805095195770264,0.7802087664604187,0.16336479783058167,0.9827432632446289
10440099166,0.872673511505127,0.9860391616821289,0.8084129095077515,0.13127173483371735,0.9063869118690491
10440099190,0.9057413935661316,0.9840530157089233,0.7854612469673157,0.539304256439209,0.7940692901611328
10440099297,0.7720840573310852,0.9881168603897095,0.17910318076610565,0.03458130732178688,0.5110881328582764
10440099389,0.9508804678916931,0.9978169202804565,0.971932053565979,0.8915541172027588,0.9447155594825745
10440099430,0.4886796474456787,0.8806639313697815,0.6786549091339111,0.48779600858688354,0.6757650971412659
10440099432,0.7487004399299622,0.9781244397163391,0.8092149496078491,0.258928120136261,0.7616031169891357
10440099516,0.09538069367408752,0.8876655697822571,0.8767960667610168,0.634493887424469,0.3144567906856537
10440099557,0.8275613784790039,0.9716930985450745,0.7816893458366394,0.17406103014945984,0.7940407395362854
10440099578,0.86625736951828,0.9910139441490173,0.9322788119316101,0.21411652863025665,0.8334417343139648
10440099622,0.7621332406997681,0.950746476650238,0.5190004706382751,0.023225579410791397,0.5792220830917358
10440099664,0.679292619228363,0.9417519569396973,0.584744393825531,0.05411124229431152,0.7584647536277771
10440099731,0.9707712531089783,0.9899517297744751,0.9193591475486755,0.2362610548734665,0.9539897441864014
10440099760,0.8118357062339783,0.9682344794273376,0.6899768710136414,0.4148302972316742,0.8309831023216248
10440099876,0.411569207906723,0.9312427639961243,0.6011150479316711,0.09405212104320526,0.3040983974933624
10440100137,0.18916408717632294,0.7712264060974121,0.2876366972923279,0.060446418821811676,0.28201723098754883
10440100166,0.953669548034668,0.8291862607002258,0.5347583889961243,0.07554268836975098,0.44274917244911194
10440100191,0.8110133409500122,0.9406996965408325,0.6185089349746704,0.0982075184583664,0.9312495589256287
10440100200,0.8705551624298096,0.9481185674667358,0.5704323649406433,0.016805224120616913,0.6160414218902588
10440100268,0.9560118317604065,0.9857869148254395,0.8893049955368042,0.1505255401134491,0.9515138864517212
10440100314,0.15556053817272186,0.7632491588592529,0.3438687324523926,0.04701952263712883,0.9743279814720154
10440100324,0.9357321858406067,0.9897319674491882,0.8352605700492859,0.13490578532218933,0.9098886847496033
10440100333,0.8306939601898193,0.9867454171180725,0.7970393300056458,0.1501764953136444,0.8137832283973694
10440100381,0.8791173696517944,0.9881597757339478,0.7123808264732361,0.24420063197612762,0.8543115258216858
10440100386,0.9196152687072754,0.9408344626426697,0.9135616421699524,0.3957097828388214,0.843271017074585
10440100440,0.8056014776229858,0.9802759289741516,0.7214257121086121,0.17403490841388702,0.8810340762138367
10440100449,0.7492512464523315,0.9775410294532776,0.6592445969581604,0.21392768621444702,0.8579601049423218
10440100497,0.6849129796028137,0.9758252501487732,0.5835893154144287,0.21005380153656006,0.5905894637107849
10440100533,0.6435701847076416,0.26304829120635986,0.25096163153648376,0.09156312793493271,0.5500801801681519
10440100535,0.8413926959037781,0.9415412545204163,0.5746042132377625,0.0318014994263649,0.643918514251709
10440100545,0.9625173807144165,0.9719336032867432,0.7414324879646301,0.059826869517564774,0.8250437378883362
10440100550,0.04606334865093231,0.9936362504959106,0.7122033834457397,0.41488659381866455,0.4775735139846802
10440100584,0.6124272346496582,0.9823002815246582,0.12715817987918854,0.14286832511425018,0.032906316220760345
10440100607,0.9505271911621094,0.9754414558410645,0.9259747266769409,0.31449806690216064,0.9590212106704712
10440100611,0.8631749749183655,0.9749923944473267,0.5842881202697754,0.08053614944219589,0.8697504997253418
10440100633,0.8693164587020874,0.7602887749671936,0.9873940944671631,0.3656620383262634,0.8165871500968933
10440100674,0.8905165195465088,0.9843848943710327,0.8467196226119995,0.2966267466545105,0.9714141488075256
10440100695,0.875406801700592,0.9846196174621582,0.8685862421989441,0.29542967677116394,0.9135199785232544
10440100777,0.5812129974365234,0.9483138918876648,0.6313433647155762,0.21392087638378143,0.4569047689437866
10440100784,0.8298052549362183,0.9350122809410095,0.7396999597549438,0.06413224339485168,0.8236466646194458
10440100847,0.8029919862747192,0.9161229729652405,0.5758826732635498,0.09873441606760025,0.881034791469574
10440101009,0.8556000590324402,0.9829209446907043,0.7873371839523315,0.219227597117424,0.7951796650886536
10440101045,0.882648229598999,0.98033207654953,0.5658068656921387,0.13187859952449799,0.7727813124656677
10440101160,0.8800483345985413,0.9768692851066589,0.7507439851760864,0.2113395780324936,0.9498065114021301
10440101223,0.7570457458496094,0.9828557968139648,0.7454634308815002,0.2824847400188446,0.8786766529083252
10440101296,0.3476225435733795,0.9061610698699951,0.3837331533432007,0.07345420122146606,0.8467861413955688
10440101366,0.6659806966781616,0.9826506972312927,0.4718049168586731,0.0714755430817604,0.5400769114494324
10440101410,0.6838770508766174,0.9938251972198486,0.8207840323448181,0.01922524906694889,0.9844328761100769
10440101520,0.7744014859199524,0.971910834312439,0.6551195979118347,0.06157144531607628,0.7326719164848328
10440101535,0.9640688300132751,0.9911782145500183,0.9406509399414062,0.6771607995033264,0.8967143893241882
10440101604,0.7131848931312561,0.9460066556930542,0.6293584108352661,0.4464333653450012,0.7117355465888977
10440101638,0.9525361061096191,0.9962009787559509,0.9498339295387268,0.827145516872406,0.9471949338912964
10440101648,0.8641343712806702,0.9802974462509155,0.7179707288742065,0.43492746353149414,0.7683181166648865
10440101691,0.9561200141906738,0.9741290211677551,0.8674790859222412,0.38058575987815857,0.9383954405784607
10440101760,0.8955897688865662,0.9595931768417358,0.957007646560669,0.5690738558769226,0.8751984238624573
10440101783,0.6858856678009033,0.9585039019584656,0.8166918158531189,0.7416151762008667,0.5748274922370911
10440101785,0.6560142636299133,0.9432859420776367,0.11725488305091858,0.013883923180401325,0.9710907340049744
10440101813,0.28040018677711487,0.44780516624450684,0.33901727199554443,0.01622888445854187,0.6877927184104919
10440101886,0.7936642169952393,0.9924882054328918,0.942136287689209,0.8113064765930176,0.891477644443512
10440101960,0.9701547026634216,0.9855773448944092,0.9513862729072571,0.20342932641506195,0.9662661552429199
10440102184,0.9104291200637817,0.9373912215232849,0.13884207606315613,0.07337649166584015,0.8820623159408569
10440102191,0.9259817004203796,0.9884629845619202,0.8554863929748535,0.3454991579055786,0.9413978457450867
10440102201,0.8174746036529541,0.9762186408042908,0.7857257127761841,0.1294015794992447,0.9226900935173035
